id,time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65
11,1,3,3,3,2,3,2,3,3,1,3,4,4,1,2,2,3,3,3,3,4,2,3,2,4,3,2,3,3,3,4,4,2,2,2,2,3,4,3,2,2,3,3,2,2,4,4,2,3,3,3,4,2,3,3,2,2,3,4,2,3,3,2,3,3,3
12,1,2,1,2,2,4,1,1,2,1,1,4,4,3,2,2,2,1,1,1,4,1,1,1,4,3,4,1,1,1,2,4,2,1,2,2,2,2,1,1,1,4,2,2,1,2,2,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,1,2,1,4
13,1,2,2,3,2,4,2,3,2,1,2,4,4,4,4,4,3,3,2,1,3,2,2,1,3,4,3,2,1,1,4,4,4,3,2,4,4,3,2,2,2,4,3,3,4,4,2,2,2,2,2,3,1,2,4,2,2,2,1,1,2,2,1,3,1,4
14,1,2,2,4,3,3,2,1,2,1,2,4,4,4,2,3,4,3,3,2,3,2,1,1,4,4,3,2,1,4,3,4,2,4,4,4,4,3,1,4,1,3,4,4,2,4,2,4,2,2,4,4,3,2,3,2,4,3,1,3,1,3,1,3,1,3
15,1,1,2,3,3,1,4,4,2,2,3,3,2,4,2,2,2,1,2,1,2,2,1,1,2,2,2,1,3,3,4,3,1,1,2,3,2,2,3,2,2,1,1,2,4,2,1,1,1,2,3,3,1,3,2,3,2,2,2,4,1,1,2,1,1,2
16,1,2,1,3,2,4,1,1,4,1,2,4,4,4,3,3,4,2,3,3,4,2,3,3,4,4,4,4,4,2,2,4,4,2,2,4,1,4,4,1,1,4,3,4,3,4,1,4,2,2,2,2,1,1,3,4,3,2,1,2,3,1,1,2,1,3
17,1,1,1,2,1,3,1,3,2,2,2,3,4,2,2,2,2,2,3,2,2,1,2,2,4,3,3,1,3,2,2,3,3,1,1,4,1,2,3,2,2,3,2,3,2,2,2,2,1,2,2,3,2,2,3,2,3,2,1,2,2,3,2,2,2,3
18,1,2,1,2,2,4,2,1,2,1,1,4,4,3,2,2,3,3,2,1,2,1,2,2,4,3,3,2,2,2,2,4,2,2,2,4,2,2,2,2,1,3,2,3,4,2,1,1,1,2,2,3,2,1,3,1,2,2,1,2,2,2,1,2,1,3
19,1,3,2,4,4,4,1,4,3,1,4,4,4,3,3,4,4,4,3,2,4,1,2,1,4,4,3,1,2,3,3,4,2,1,1,4,4,4,2,1,2,3,2,4,3,2,1,2,2,2,3,4,2,2,4,3,3,1,1,2,2,1,1,2,2,3
20,1,4,1,4,4,4,3,3,4,4,2,4,4,3,3,1,3,4,4,1,3,1,2,4,4,3,4,3,4,3,3,4,2,4,3,2,4,4,3,4,4,4,3,4,4,4,3,3,1,3,4,2,4,4,4,3,4,2,4,4,2,4,4,2,1,4
21,1,2,1,3,3,4,2,2,4,2,1,4,4,3,2,1,4,3,3,3,4,1,2,3,4,4,4,2,3,3,4,3,2,2,3,4,4,4,2,3,2,4,4,4,4,4,2,3,3,2,3,4,3,3,4,2,4,2,1,1,1,2,2,4,2,4
22,1,2,2,3,2,4,3,3,2,1,3,4,3,4,2,3,2,1,1,1,4,4,3,3,4,3,3,3,1,1,2,3,2,1,2,3,1,3,3,4,4,4,2,4,4,4,4,4,1,1,4,3,3,3,3,3,3,3,2,2,3,3,2,1,2,3
23,1,2,1,3,1,4,2,2,3,1,2,4,3,2,2,2,2,3,2,1,3,1,1,2,4,2,2,1,1,1,2,4,2,2,2,3,3,2,2,1,2,3,2,2,2,1,1,2,1,1,2,1,1,2,2,3,2,1,1,1,1,1,1,2,2,3
24,1,2,1,1,1,2,1,1,1,1,1,4,3,2,2,2,2,1,1,1,3,1,2,1,4,1,4,1,1,1,2,2,2,1,1,3,2,1,2,1,1,2,2,3,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,3
25,1,2,2,3,2,4,3,3,3,1,3,4,4,3,3,2,3,3,3,2,4,2,2,2,4,3,3,1,2,2,3,4,2,2,3,3,2,3,3,2,2,4,3,4,2,3,2,4,2,2,4,2,2,2,2,3,3,3,1,2,3,3,2,3,2,4
26,1,2,2,2,3,4,3,3,1,2,3,4,3,2,1,2,3,3,4,1,3,4,2,1,3,2,2,1,2,2,2,3,1,3,4,2,2,2,2,1,1,2,2,3,4,1,2,4,1,3,3,3,1,2,2,2,3,3,1,2,2,3,1,2,2,2
27,1,2,2,4,1,4,2,2,3,1,2,3,4,2,2,2,3,2,3,1,2,2,2,3,4,3,3,3,4,2,3,3,2,2,1,3,3,2,3,2,2,3,2,2,4,2,1,2,1,2,2,3,1,2,3,2,2,2,1,1,1,2,2,2,1,3
28,1,3,2,3,2,3,2,2,1,1,1,3,3,3,3,2,2,3,1,1,3,2,2,2,4,2,3,2,3,2,2,4,3,2,3,2,2,2,2,2,3,4,3,3,3,1,1,3,1,2,3,3,1,2,1,2,2,1,3,1,2,2,1,3,1,2
29,1,2,2,3,2,3,3,2,3,3,2,4,4,3,2,2,2,3,2,3,2,1,1,4,4,3,3,3,2,2,3,4,2,1,2,4,2,2,3,4,4,3,2,4,4,4,1,2,1,2,2,3,3,2,3,3,3,2,2,2,2,2,1,2,2,3
30,1,3,1,2,2,3,1,1,1,1,2,4,4,3,3,2,4,3,2,1,2,1,2,1,3,3,3,1,1,1,1,2,2,2,2,2,3,3,2,3,2,3,2,3,3,4,1,2,2,2,2,3,2,3,3,3,3,1,2,1,1,1,2,2,2,2
31,1,1,2,3,3,3,3,1,3,3,3,3,3,3,2,2,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,4,4,1,3,3,3,3,4,3,2,3,3,4,3,4,2,3,3,3,3,3,3
32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,2,1,3,3,4,3,2,2,1,3,4,3,3,2,1,2,2,3,1,3,1,1,1,4,3,3,1,1,1,2,4,2,1,2,3,3,2,2,2,2,3,3,3,3,2,1,1,1,2,3,3,1,1,3,2,2,1,1,1,3,1,2,2,1,3
34,1,2,2,3,2,3,2,3,2,1,2,4,3,2,3,2,3,3,3,2,3,1,3,2,4,3,3,2,2,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,2,2,1,2,4,2,3,3,4,2,3,3,1,1,4,2,2,2,2,3,3,3
35,1,1,1,2,2,4,2,1,2,1,1,4,4,4,4,4,4,3,2,1,3,1,3,1,4,4,4,2,2,2,3,4,4,3,1,3,2,2,2,3,3,4,2,3,4,3,2,1,2,1,2,4,1,2,3,2,2,1,1,1,1,1,1,2,1,4
36,1,2,1,4,2,3,2,1,3,2,2,3,3,2,2,3,4,2,4,2,2,2,1,2,4,3,3,1,2,1,2,3,2,2,2,3,3,3,2,2,1,2,2,3,3,2,2,3,4,2,3,2,2,2,2,3,2,3,1,2,2,2,2,2,2,3
37,1,2,2,3,1,4,4,4,2,4,4,4,4,4,3,3,4,4,4,4,4,2,3,2,2,3,3,1,1,1,1,4,3,3,4,4,3,3,1,4,1,4,3,4,4,4,4,4,4,3,4,2,4,2,1,4,4,4,4,1,3,3,3,3,3,3
38,1,2,1,4,1,4,2,1,4,1,1,4,4,4,2,1,4,1,4,2,4,1,3,3,4,4,4,2,2,3,4,4,2,3,2,2,4,3,2,3,4,4,1,3,3,4,4,2,1,1,3,4,2,4,2,3,2,1,1,2,1,1,1,1,1,2
39,1,3,3,3,2,4,3,2,3,2,3,3,4,3,3,3,4,3,3,3,4,3,2,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,2,3,2,3,3,2,1,2,3,2,3,2,4
40,1,2,1,3,2,4,2,1,2,1,1,4,4,4,2,1,4,2,2,2,3,1,1,2,4,3,4,1,1,2,3,4,2,2,1,3,3,3,3,3,2,4,2,3,3,3,2,1,1,2,2,2,2,3,2,3,2,1,1,1,2,1,2,2,1,4
41,1,2,2,3,1,4,3,3,2,2,3,4,4,3,2,3,2,2,3,1,3,2,2,2,3,3,3,2,2,3,2,4,3,3,4,3,2,2,2,3,2,4,2,3,2,2,2,3,2,2,3,2,2,2,4,2,3,3,4,4,2,3,2,2,2,4
42,1,3,2,3,3,3,1,2,2,2,2,4,3,2,2,2,3,2,3,2,2,1,2,2,3,3,3,1,2,2,3,3,2,2,2,3,3,3,2,1,1,3,2,3,2,3,2,2,1,2,3,2,2,2,3,3,2,2,4,3,3,2,2,2,2,3
43,1,2,2,3,3,4,4,4,2,1,2,3,3,4,2,2,3,3,3,4,3,3,3,2,4,4,4,3,3,3,4,4,2,4,3,4,3,3,3,4,3,4,4,4,2,4,1,3,2,4,3,3,1,2,2,3,3,4,1,3,2,3,3,2,2,2
44,1,2,1,3,2,4,1,3,3,4,1,4,4,3,2,2,4,2,4,4,3,1,3,3,4,3,4,1,1,1,3,4,3,2,4,4,3,4,3,4,1,4,1,3,4,4,2,4,4,2,3,3,3,2,3,4,2,1,1,3,2,2,4,2,2,4
45,1,2,1,3,1,2,1,2,2,1,2,2,3,1,2,2,3,2,3,2,2,1,2,1,3,2,3,2,2,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,3,3,2,1,1,2,2,2,2,2,1,3,2,1,2,2,2,1,2,2,1,2
46,1,2,1,2,1,3,2,3,2,2,1,3,3,2,2,2,3,2,3,1,3,1,1,1,3,2,2,1,1,3,2,2,2,2,2,2,3,2,2,2,1,2,3,3,1,2,3,2,1,1,3,4,3,2,3,3,3,3,2,1,3,3,2,2,2,3
47,1,3,2,4,3,3,3,2,3,1,2,4,4,3,1,3,4,3,4,1,3,2,1,3,3,3,3,2,1,3,2,2,1,3,4,2,3,3,1,4,2,2,3,4,1,3,1,2,1,3,4,3,2,2,3,4,4,2,3,3,2,3,3,4,3,1
48,1,2,2,3,2,2,1,2,2,1,1,2,2,2,2,2,2,3,3,1,2,1,1,1,2,2,3,1,2,2,2,2,2,2,1,3,3,2,2,3,1,2,2,2,3,3,2,3,1,2,2,3,1,2,3,3,3,2,1,1,2,2,2,2,1,2
49,1,3,1,3,3,3,3,2,4,2,2,4,3,3,2,2,3,2,3,2,2,2,3,2,4,4,3,2,3,1,2,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,1,2,1,2,2,3,2,3,3,3,3,2,1,2,1,1,2,2,1,3
50,1,2,3,3,3,4,1,2,3,2,3,4,4,4,1,2,3,4,3,1,4,3,1,1,3,3,3,2,1,1,1,3,2,3,3,3,3,3,2,2,1,3,4,4,4,4,3,3,1,2,3,4,3,3,4,4,4,3,2,2,2,2,2,2,1,4
51,1,2,2,1,3,3,2,4,1,1,2,2,2,2,1,1,3,2,1,1,2,2,1,1,3,2,2,1,1,1,2,2,2,1,1,2,3,2,1,2,2,2,1,3,2,1,4,1,1,1,2,2,1,1,2,2,2,1,3,1,2,1,1,2,1,2
52,1,2,1,4,3,4,4,3,3,1,3,3,2,2,2,2,2,1,1,1,2,2,3,2,4,2,3,3,4,2,3,1,2,1,2,3,2,3,4,1,3,2,1,2,3,1,1,2,1,2,3,4,2,2,1,3,2,2,1,2,1,2,1,2,2,1
53,1,1,2,4,1,1,2,3,2,1,2,4,1,3,2,1,1,1,4,1,2,2,4,2,4,2,2,4,2,3,2,1,1,1,1,3,2,2,2,1,3,2,3,1,4,2,1,1,1,4,3,4,3,1,1,2,2,1,1,1,2,2,1,3,2,1
54,1,2,1,3,2,3,1,3,4,1,3,4,4,3,3,1,3,1,3,2,3,1,2,3,4,2,3,4,3,2,1,3,2,1,1,4,2,3,4,2,1,3,2,4,4,2,1,1,4,2,2,3,1,3,3,1,1,1,1,1,1,1,1,2,1,3
55,1,2,1,3,2,4,2,2,2,1,2,2,4,2,2,1,4,2,4,4,2,1,2,1,4,3,3,1,2,1,2,4,2,2,3,3,3,3,2,4,3,3,2,3,4,4,1,2,1,1,2,4,1,2,4,2,2,2,1,1,2,1,2,2,1,4
56,1,1,1,3,2,3,1,1,3,1,2,4,4,3,2,2,3,2,1,1,3,1,2,2,3,3,2,2,2,1,2,3,2,1,2,2,3,3,2,2,1,4,1,2,4,3,1,1,1,1,2,1,1,3,3,2,1,1,1,1,1,1,1,2,2,3
57,1,2,1,4,3,4,2,2,3,1,2,4,4,3,2,1,4,2,3,2,3,1,2,2,4,4,3,2,3,3,3,4,3,2,2,2,4,4,2,2,2,3,3,4,3,2,1,3,2,2,3,3,2,2,3,3,3,2,1,2,2,2,2,3,2,3
58,1,2,2,3,3,4,2,2,3,1,2,4,4,4,3,2,2,4,4,3,3,1,2,4,4,3,3,2,2,2,3,4,3,2,3,2,3,3,2,1,1,3,3,3,3,3,2,4,2,3,3,3,1,2,2,3,3,2,2,2,2,1,1,3,2,3
59,1,2,3,4,2,3,1,4,3,3,3,4,3,2,3,1,2,4,4,2,2,2,1,1,4,3,3,2,1,3,2,3,2,1,1,4,2,3,4,2,4,2,2,3,4,4,1,2,1,2,3,4,4,3,3,4,3,4,3,1,2,2,2,3,1,3
60,1,2,2,4,3,3,3,3,2,4,2,4,4,3,4,3,4,4,3,1,4,2,1,3,4,4,4,4,3,4,3,3,2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,2,1,2,4,4,4,3,2,3,3,2,4,4,2,2,2,3,1,2
61,1,2,1,4,3,4,3,3,4,3,4,3,4,2,3,3,4,4,3,4,3,1,3,3,3,4,3,4,2,2,3,4,3,3,4,3,4,4,3,2,3,4,2,4,4,3,1,4,1,2,3,4,3,2,4,3,4,3,4,4,3,4,2,2,2,4
62,1,2,3,3,3,3,3,3,2,4,3,4,4,2,2,2,3,3,3,3,4,2,3,3,4,4,4,1,2,2,4,4,2,3,1,3,2,3,3,1,3,3,2,3,4,3,4,2,2,2,3,3,4,3,3,4,2,2,4,3,2,3,2,2,2,4
63,1,4,1,4,4,4,3,2,4,2,4,4,4,4,4,4,4,4,3,2,4,1,4,3,4,4,4,1,2,3,4,4,3,1,4,4,4,4,2,4,3,4,2,3,4,4,3,4,3,1,3,4,2,4,4,2,2,3,1,3,1,2,2,2,1,4
64,1,2,1,4,3,4,2,3,2,3,2,3,3,2,2,3,3,3,3,2,2,2,2,1,4,3,4,3,1,4,2,3,2,3,1,3,3,3,1,3,3,3,2,4,1,4,1,2,4,2,3,3,3,1,3,4,3,3,3,4,2,3,3,2,2,3
65,1,3,2,3,3,4,2,3,1,4,3,4,4,3,1,2,3,4,4,2,2,2,2,2,4,4,4,1,1,3,2,4,1,3,2,3,3,3,3,4,2,3,4,4,4,4,4,4,4,2,4,4,2,1,2,3,4,4,4,2,4,4,4,2,2,3
66,1,4,2,2,4,3,4,4,1,3,3,3,3,3,3,2,3,4,3,2,3,3,2,3,4,4,3,3,3,4,3,4,2,3,3,3,3,2,2,4,2,4,4,2,3,4,4,3,3,3,3,4,3,3,3,4,4,3,3,4,2,2,3,3,3,3
67,1,3,2,4,3,4,2,3,2,1,2,3,4,3,2,2,4,4,3,2,3,1,2,2,3,3,3,2,1,2,3,4,2,2,4,3,3,3,3,4,2,3,3,4,4,4,4,3,2,2,3,3,3,3,4,3,3,1,1,2,1,2,1,2,2,3
68,1,3,2,3,3,3,1,4,2,3,2,4,3,4,3,2,3,1,3,2,3,1,2,3,4,4,3,1,3,3,3,3,2,3,2,3,4,4,4,3,4,3,3,4,1,4,1,2,1,1,3,4,4,3,4,4,4,3,4,1,2,2,2,2,2,3
69,1,2,1,3,3,4,2,2,3,1,1,4,4,4,3,4,4,2,2,2,4,1,2,3,4,4,4,3,2,2,3,4,4,1,2,3,3,3,2,2,1,4,2,2,2,2,1,1,2,2,2,2,1,2,4,2,2,2,1,2,2,2,2,2,2,4
70,1,1,1,3,3,3,2,3,3,1,2,3,4,2,2,1,1,1,3,2,2,1,2,2,4,3,3,2,2,2,3,1,2,3,2,3,4,3,3,2,4,3,3,3,4,2,1,3,1,2,3,4,1,3,2,2,2,2,1,2,1,3,1,3,1,3
71,1,4,2,3,4,4,1,2,3,1,3,4,4,4,2,1,2,4,4,1,4,2,3,2,4,4,4,4,2,4,4,4,2,2,3,2,4,4,2,1,2,4,2,4,1,1,1,4,1,1,4,1,4,3,4,3,4,2,1,1,1,4,1,2,2,3
72,1,2,2,3,3,4,1,2,2,1,2,4,4,3,2,2,3,2,3,2,3,1,1,2,4,4,3,1,1,1,2,3,2,3,3,2,4,3,2,2,1,3,2,4,2,3,2,3,2,2,2,3,2,3,3,4,2,2,3,4,3,2,2,3,3,4
73,1,2,3,4,2,3,2,3,1,1,1,3,3,3,3,3,3,1,4,2,3,1,3,2,4,4,4,2,1,1,3,4,4,1,2,3,3,3,3,3,1,2,1,4,1,4,3,4,1,3,2,4,3,2,3,4,3,1,2,4,2,3,3,1,3,3
74,1,2,1,2,2,2,1,3,1,1,2,4,3,3,2,1,2,2,1,3,2,1,2,2,4,3,3,1,2,1,3,3,2,2,1,3,2,2,3,2,2,2,2,1,3,4,2,1,2,2,2,3,2,1,2,2,2,1,1,2,2,2,2,2,1,2
75,1,2,1,4,3,3,2,4,3,4,3,2,4,1,2,1,4,1,1,1,2,3,2,2,4,3,2,3,1,4,2,2,2,4,4,4,3,4,3,4,3,2,4,4,4,4,4,4,1,2,4,3,4,1,4,4,4,4,4,4,3,4,4,4,1,2
76,1,3,3,4,3,2,2,4,4,1,2,3,4,3,2,2,4,4,4,2,4,1,2,3,4,3,4,3,2,4,4,4,3,3,2,3,4,3,4,2,1,4,3,3,3,3,2,3,2,4,4,4,3,3,4,4,4,4,2,2,4,3,3,3,3,4
77,1,4,2,4,2,4,2,3,3,4,2,3,4,3,2,1,4,3,3,1,3,1,1,1,4,4,4,4,4,2,4,3,2,1,3,4,4,4,4,4,4,3,3,4,4,4,1,4,3,3,3,4,4,3,2,1,2,1,4,2,2,1,1,2,1,3
78,1,2,1,4,3,3,1,2,3,4,1,4,4,4,2,2,3,3,3,2,3,2,2,3,4,4,3,3,3,3,4,4,2,2,1,4,3,3,3,4,2,3,4,4,3,4,2,2,3,2,2,4,4,3,3,3,4,3,4,3,2,3,4,3,3,3
79,1,2,2,2,3,3,3,1,2,3,1,2,3,2,1,2,3,2,3,2,2,2,2,2,4,2,2,2,2,1,3,3,1,3,2,2,3,2,2,2,2,2,4,3,3,4,2,3,2,2,3,4,2,2,2,3,3,2,3,2,2,3,2,3,1,2
80,1,2,1,2,1,3,1,1,2,1,2,4,4,4,2,2,3,2,2,2,3,1,1,1,4,3,3,1,1,1,3,4,3,2,4,3,2,3,2,1,3,3,3,3,3,2,1,1,1,2,2,3,3,3,3,2,2,1,2,1,1,1,1,2,1,3
81,1,2,1,2,3,4,1,1,2,1,2,4,4,4,4,4,2,2,2,1,4,1,2,2,4,3,3,2,3,1,2,4,4,2,2,3,3,3,3,1,2,3,2,3,2,2,1,1,1,2,2,3,1,2,3,2,1,2,1,2,1,1,1,2,2,4
82,1,2,2,3,2,4,2,3,2,3,2,4,4,3,3,3,3,3,3,2,3,2,4,3,3,4,3,1,1,2,3,4,3,2,4,4,3,3,3,4,2,4,2,3,3,3,2,4,4,2,4,4,2,2,4,2,3,4,1,4,2,3,3,3,2,4
83,1,4,3,4,3,4,3,2,3,1,2,4,4,3,2,3,3,3,3,1,3,2,3,2,4,3,4,1,1,3,2,4,2,3,3,3,4,3,2,2,1,4,4,4,1,3,1,4,1,2,4,3,2,2,4,1,4,3,1,2,1,4,1,3,1,4
84,1,1,1,3,2,3,1,1,1,1,1,4,4,3,2,3,4,2,2,3,4,1,2,3,4,4,3,2,2,2,4,4,3,3,1,2,3,3,3,2,3,3,4,3,3,4,2,1,1,2,2,4,3,4,3,3,2,1,1,2,1,1,1,2,2,2
85,1,2,1,3,2,4,2,2,2,2,1,4,4,4,2,3,2,3,3,1,4,1,3,1,4,4,4,1,3,3,1,4,2,2,4,3,4,3,3,2,1,4,2,4,4,3,1,2,3,2,4,1,3,1,2,2,2,1,4,4,3,1,1,3,3,4
86,1,2,1,3,1,4,2,2,2,1,1,3,3,3,2,2,3,3,2,1,2,1,2,2,4,4,4,3,2,2,2,4,2,3,1,2,3,2,2,2,2,3,3,4,3,2,1,2,1,2,2,3,3,2,3,3,3,1,2,2,2,2,2,3,2,3
87,1,2,3,3,3,4,4,1,2,2,2,4,4,3,2,1,2,1,3,2,3,3,2,2,4,4,2,2,1,3,4,4,3,3,4,2,2,4,3,2,1,3,4,3,2,4,1,4,3,3,2,4,1,4,3,4,4,2,3,3,2,2,3,4,2,4
88,1,2,1,3,1,2,2,3,2,1,2,3,3,3,4,3,2,3,3,1,2,1,2,2,3,3,4,1,2,1,2,4,3,2,4,4,1,2,2,2,1,2,3,4,3,2,2,4,2,2,2,2,1,2,3,3,3,2,2,2,3,2,2,2,2,2
89,1,3,1,2,2,3,2,4,3,1,2,4,4,3,2,2,4,1,2,2,2,1,2,2,4,4,4,2,3,2,3,3,3,2,2,2,4,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,1,3,3,1,2,2,2,2,3
90,1,2,1,3,2,3,2,2,1,2,2,4,4,3,4,3,4,2,2,2,3,1,3,1,4,4,4,3,2,3,3,3,4,2,3,2,2,2,2,3,1,4,1,2,2,2,2,2,2,1,2,2,4,3,3,2,2,2,1,1,2,2,2,2,2,3
91,1,3,2,4,2,4,4,2,3,2,2,4,4,4,4,4,4,4,4,1,4,2,4,2,4,4,4,4,4,3,3,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,2,2,4,4,4,3,3,3,4,2,1,4,2,4,3,2,2,3
92,1,2,1,1,1,3,2,3,1,1,2,2,3,2,1,1,1,3,1,4,2,1,2,1,4,4,4,4,2,3,2,4,2,3,4,2,3,2,2,1,1,3,1,4,4,1,1,2,1,1,3,2,1,2,3,3,3,2,1,1,2,3,1,2,2,2
93,1,2,1,3,2,3,1,3,1,1,2,4,4,2,2,1,1,3,2,3,2,1,3,2,4,3,3,1,2,3,3,3,2,3,3,2,2,3,2,3,1,3,2,3,2,3,2,2,2,3,3,3,3,2,2,3,3,2,1,4,3,2,2,2,1,2
94,1,3,2,3,2,4,3,2,3,3,2,4,4,4,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,3,3,3,3,2,2,2,2,2,2
95,1,3,3,4,3,3,2,4,1,1,4,4,3,3,3,2,3,3,3,4,3,2,3,2,4,3,3,3,3,4,2,3,3,2,2,3,2,3,4,2,4,3,3,3,3,2,2,3,4,2,3,3,3,3,2,2,2,2,4,4,3,2,2,2,1,2
96,1,2,1,3,2,4,1,2,1,1,2,4,4,4,2,1,3,4,2,1,3,4,4,4,1,2,3,4,4,4,4,1,1,3,2,4,2,3,3,1,1,2,2,3,1,4,3,2,3,3,3,4,2,3,3,2,2,3,2,1,1,1,1,2,1,4
97,1,2,1,3,1,3,2,2,3,1,2,4,3,3,2,2,3,2,2,1,3,1,2,2,3,3,2,2,2,3,2,4,1,2,2,3,3,2,1,1,1,3,2,3,3,2,2,2,1,1,3,3,2,2,3,3,2,2,3,1,2,2,1,2,1,3
98,1,3,1,4,4,4,2,2,3,1,3,4,4,4,3,2,4,3,3,2,3,2,3,3,4,4,4,2,2,2,4,3,2,1,1,3,4,4,3,1,1,3,1,4,4,2,1,2,3,1,3,4,1,2,4,2,2,2,4,3,2,2,2,2,1,3
99,1,2,1,1,2,2,2,2,2,1,2,4,3,3,2,2,3,4,3,2,3,2,2,1,4,3,3,1,3,2,1,3,3,3,2,4,3,3,2,2,2,3,3,3,2,2,1,2,2,3,2,4,2,3,2,3,2,2,2,1,2,1,2,3,2,2
100,1,3,2,4,1,4,2,3,2,2,4,4,4,3,3,2,3,4,2,3,4,1,2,1,4,4,4,2,3,2,4,4,3,2,2,4,4,4,4,3,2,4,2,4,4,3,3,2,2,3,3,4,1,3,4,3,4,3,1,1,2,3,1,3,2,3
101,1,2,1,1,2,4,1,2,1,1,2,4,3,2,2,1,3,3,2,2,3,2,2,3,4,4,3,3,3,2,2,3,2,2,1,3,3,3,2,3,3,3,2,3,2,3,1,2,3,4,2,3,2,2,3,3,2,1,2,3,2,1,3,2,2,3
